,drug,smile
14735,CHEMBL196369,O=CCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1
14736,CHEMBL196386,CCc1nc(-c2ccccc2C)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
14737,CHEMBL196396,CC(C)CNC(=O)Nc1ccc(-c2csc3ncnc(N)c23)cc1
14738,CHEMBL196399,CCOc1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1
14739,CHEMBL196411,COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCN(C)CC5)cc4cc23)c(C)cc1Cl
14740,CHEMBL196422,CC(C)(C)NC(=O)c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1
14741,CHEMBL1964242,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1
14742,CHEMBL1964243,CC(=O)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14743,CHEMBL1964244,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
14744,CHEMBL1964245,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14745,CHEMBL1964246,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCO)cc1
14746,CHEMBL1964247,CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14747,CHEMBL1964248,CN(C)CCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1
14748,CHEMBL1964249,COCCOCCOCCOCCN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14749,CHEMBL1964250,COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14750,CHEMBL1964251,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1
14751,CHEMBL1964252,Cc1cccc(C)c1NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14752,CHEMBL1964253,CN(c1ccccn1)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14753,CHEMBL1964255,N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14754,CHEMBL1964256,CNS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14755,CHEMBL1964257,NS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14756,CHEMBL1964258,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(CS(=O)(=O)NCCO)cc1
14757,CHEMBL1964259,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCOCCO)cc1
14758,CHEMBL1964260,CS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1
14759,CHEMBL1964261,C[C@@H](Oc1cc(-n2cnc3ccc(OCCCN(C)C)cc32)sc1C(N)=O)c1ccccc1Cl
14760,CHEMBL1964262,C[C@@H](Oc1cc(-n2cnc3ccc(OC[C@H](O)CN4CCCC4)cc32)sc1C(N)=O)c1ccccc1Cl
14761,CHEMBL1964263,C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCNCC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F
14762,CHEMBL1964264,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl
14763,CHEMBL1964265,C[C@@H](Oc1cc(-n2cnc3ccc(O[C@@H]4CCCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl
14764,CHEMBL1964269,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nc(Nc2ccsc2C(N)=O)c2cc[nH]c2n1
14765,CHEMBL1964270,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(-n2[nH]c(=O)c3ccccc32)c2cc[nH]c2n1
14766,CHEMBL1964271,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(N2CCc3ccccc32)c2cc[nH]c2n1
14767,CHEMBL1964272,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(F)c2)C1
14768,CHEMBL1964273,CCOC(=O)c1cc2c(-c3cn(CC)nc3-c3cccc(NC(=O)Nc4ccccc4)c3)ccnc2[nH]1
14769,CHEMBL1964274,CCn1cc(-c2ccnc3[nH]c(C(=O)O)cc23)c(-c2cccc(NC(=O)Nc3ccccc3)c2)n1
14770,CHEMBL1964276,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CC3CCCO3)cc2-c2ccnc3[nH]ccc23)cc1
14771,CHEMBL1964361,CCC(C)C(N)C1=NC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1.[Zn+2]
14772,CHEMBL196438,CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
14773,CHEMBL1964407,CCOC(=O)/C=C(\C)Sc1cc(O)c2ccccc2c1O
14774,CHEMBL196474,COc1cc2cc3ncc(C#N)c(Nc4ccc(Cl)cc4Cl)c3cc2cc1OCCN1CCOCC1
14775,CHEMBL196483,CCOc1ccc(-c2cn([C@@H]3OC[C@@H](O)[C@H]3O)c3ncnc(Nc4ccccc4OC)c23)cc1
14776,CHEMBL196486,NC(=O)c1ccc(-c2nnc(N3CCOCC3)c3ccccc23)cc1
14777,CHEMBL196490,NC(=O)c1ccc(-c2nnc(N3CCCCC3)c3ccccc23)cc1
14778,CHEMBL196491,NC(=O)c1ccc(-c2nnc(Oc3ccc(OC(F)(F)F)cc3)c3ccccc23)cc1
14779,CHEMBL196499,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(F)cc2)cc1
14780,CHEMBL196511,NC(=O)c1ccc(-c2nnc(Nc3ccccc3)c3ccccc23)cc1
14781,CHEMBL196548,CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
14782,CHEMBL196575,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCc3ccccc3)c2)s1
14783,CHEMBL196576,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCc3ccccc3)c2)s1
14784,CHEMBL196609,CNC(=O)c1ccc(-c2nnc(Nc3ccc(C(C)(C)C)cc3)c3ccccc23)cc1
14785,CHEMBL196610,COC(=O)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1
14786,CHEMBL196615,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1
14787,CHEMBL196636,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCN(C)C)sc4ncnc(N)c34)cc2)c1
14788,CHEMBL1966501,Cc1cc(OCc2cccc(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1
14789,CHEMBL196653,NC(=O)Nc1sc(C#Cc2cccc(NC(=O)c3ccccc3)c2)cc1C(N)=O
14790,CHEMBL196657,CCOc1ccc(-c2nnc(Nc3ccc(OC)cc3)c3ccccc23)cc1
14791,CHEMBL196659,COC(=O)NCCC(=O)Nc1cccc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)c1
14792,CHEMBL196668,CC(C)(C)c1cccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)c1
14793,CHEMBL1966952,Cc1ccc(/N=C/c2cc(Cc3ccccc3Cl)cc([N+](=O)[O-])c2O)c(O)c1
14794,CHEMBL196705,Cc1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)c(C)c1
14795,CHEMBL1967116,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)c1
14796,CHEMBL196738,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C
14797,CHEMBL1967431,CCn1c(C)cs/c1=N/C(=O)c1ccccc1O
14798,CHEMBL196747,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(F)c2)cc1
14799,CHEMBL196752,Cc1ccc(COc2ccc3c(=O)cc(N4CCOCC4)oc3c2)cc1
14800,CHEMBL196771,CC[C@H](Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1)c1ccccc1
14801,CHEMBL196783,NC(=O)Nc1sc(C#Cc2cccc(F)c2)cc1C(N)=O
14802,CHEMBL196797,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(C)cc1Cl
14803,CHEMBL1968356,O=C(COc1ccc(/C=N/NC(=O)c2cc3ccccc3o2)cc1Br)Nc1ccccc1
14804,CHEMBL196838,NC(=O)c1ccc(-c2nnc(Sc3ccc(OC(F)(F)F)cc3)c3ccccc23)cc1
14805,CHEMBL196841,CS(=O)(=O)Nc1cccc(-c2oc3ncnc(N)c3c2-c2ccc(-c3ccccc3)cc2)c1
14806,CHEMBL1968499,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)cc3Cl)cc2)C1
14807,CHEMBL1968515,O=C1CN2C(=NN1)COc1ccccc12
14808,CHEMBL196870,Cc1cccc(COc2ccc3c(=O)cc(N4CCOCC4)oc3c2)c1
14809,CHEMBL1968705,CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1
14810,CHEMBL1968732,Cc1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1
14811,CHEMBL196889,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCN(C)CC5)c(OC)cc4cc23)c(C)cc1Cl
14812,CHEMBL1969046,Cc1ccc(S(=O)(=O)/N=C2\C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)c(C)c1
14813,CHEMBL1969102,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cn[nH]c5)cnc(N)c34)cc2)c1
14814,CHEMBL196918,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(C(=O)c2ccccc2)cc1
14815,CHEMBL196919,N#Cc1cnc2cnc(NC(CN3CCOCC3)c3ccccc3)cc2c1Nc1ccc(F)c(Cl)c1
14816,CHEMBL196920,CCOCCOc1ccc2c(=O)cc(N3CCOCC3)oc2c1
14817,CHEMBL196921,O=c1cc(N2CCOCC2)oc2cc(OCc3cccc(F)c3)ccc12
14818,CHEMBL196925,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC
14819,CHEMBL196934,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1
14820,CHEMBL196939,CNC(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1
14821,CHEMBL196940,Cc1ccc(Nc2nnc(-c3ccc(C(=O)N(C)C)cc3)c3ccccc23)cc1
14822,CHEMBL196954,CC(C)(C)c1ccc(COc2ccc3c(=O)cc(N4CCOCC4)oc3c2)cc1
14823,CHEMBL196955,CC(C)CNc1ncnc2c1c(-c1ccccc1)cn2[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
14824,CHEMBL196959,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(Cl)cc1
14825,CHEMBL1969664,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1
14826,CHEMBL1969923,NC(=S)N/N=C1\NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1
14827,CHEMBL196994,CC(C)(C)c1ccc(Nc2nnc(-c3cccc(C(N)=O)c3)c3ccccc23)cc1
14828,CHEMBL197,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
14829,CHEMBL197003,O=C1c2ccccc2C(=O)N1COc1ccc2oc(N3CCOCC3)cc(=O)c2c1
14830,CHEMBL197004,O=c1cc(N2CCOCC2)oc2cc(OCc3ccc(F)cc3)ccc12
14831,CHEMBL197006,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(Cl)cc1F
14832,CHEMBL1970317,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1
14833,CHEMBL197072,C[C@H]1O[C@@H](n2cc(-c3ccccc3)c3c(NCC(=O)NCCCO)ncnc32)[C@H](O)[C@@H]1O
14834,CHEMBL197077,NC1=NONC1N1N=NC(C(=O)N/N=C/c2ccncc2)C1CN1CCCCC1
14835,CHEMBL197094,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCNCC5)c4)sc23)c(Cl)cc1Cl
14836,CHEMBL197108,COc1ccc(CCOc2ccc3c(=O)cc(N4CCOCC4)oc3c2)cc1
14837,CHEMBL197112,C[C@H]1O[C@@H](n2cc(-c3ccccc3)c3c(NCC(N)=O)ncnc32)[C@H](O)[C@@H]1O
14838,CHEMBL1971132,O=C(O)C1CN(Cc2ccc(OCc3cccc(C(F)(F)F)c3)cc2)C1
14839,CHEMBL197158,NC(=O)c1ccc(-c2nnc(Nc3ccc(Br)cc3)c3ccccc23)cc1
14840,CHEMBL1971613,O=C(N/N=c1/c(=O)c2cccc3cccc1c32)c1ccc(Cl)cc1
14841,CHEMBL197164,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(Cl)c(Cl)c1
14842,CHEMBL19717,CC[C@H](C)[C@H](NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)c1cccc(O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)O
14843,CHEMBL197174,CC(C)/N=c1\cc(O)c2ccc3ccccc3c2o1
14844,CHEMBL197186,COc1cc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c(Cl)cn1
14845,CHEMBL197207,CN(C)CC(=O)Nc1cccc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)c1
14846,CHEMBL197218,CC(=O)c1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1
14847,CHEMBL1972249,O=C1/C(=N\c2ccc(O)cc2)C=C(O)c2ccccc21
14848,CHEMBL197226,NC1=NONC1N1N=NC(c2n[nH]c(-c3ccncc3)n2)C1CN1CCCCC1
14849,CHEMBL197228,O=C(NCc1ccc2c(c1)CCC2)c1ccc(Oc2ccccc2)cc1
14850,CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1
14851,CHEMBL197252,NC(=O)Nc1sc(C#Cc2cccc(NC(=O)c3ccncc3)c2)cc1C(N)=O
14852,CHEMBL197277,O=S(=O)(Nc1cccc(Oc2ccc(F)cc2)c1)N1CCC(NCc2ccccc2O)CC1
14853,CHEMBL197284,CC(=O)c1ccccc1-c1cccc2c(=O)cc(N3CCOCC3)oc12
14854,CHEMBL197287,COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c1
14855,CHEMBL197336,O=S(=O)(Nc1cccc(Oc2ccccc2)c1)N1CCC(NCc2ccccc2O)CC1
14856,CHEMBL197339,COc1cc(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC(C)C)c23)c(Cl)cn1
14857,CHEMBL197353,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCO)sc4ncnc(N)c34)cc2)c1
14858,CHEMBL197357,NC(=O)c1ccc(-c2nnc(Nc3ccc(OCc4ccccc4)cc3)c3ccccc23)cc1
14859,CHEMBL197358,CC(C)C(O)c1cc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)cs1
14860,CHEMBL197379,O=c1cc(N2CCOCC2)oc2cc(OCc3ccc4ccccc4c3)ccc12
14861,CHEMBL197382,CC[C@@H](Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1)c1ccccc1
14862,CHEMBL197385,O=S(=O)(Nc1cccc(Oc2ccccc2Cl)c1)N1CCC(NCc2ccccc2O)CC1
14863,CHEMBL197391,O=c1cc(N2CCOCC2)oc2cc(OCCOc3ccccc3Cl)ccc12
14864,CHEMBL1973936,O=C(O)C1CN(Cc2ccc(CCc3cccc(C(F)(F)F)c3)cc2)C1
14865,CHEMBL197399,CCOCn1oc(=O)c(-c2ccc(F)cc2)c1-c1ccnc(Oc2cccc(O)c2)n1
14866,CHEMBL197405,NC(=O)Nc1sc(C#Cc2cccc(O)c2)cc1C(N)=O
14867,CHEMBL197414,N#Cc1cc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)cs1
14868,CHEMBL197487,O=c1cc(N2CCOCC2)oc2cc(OCc3ccc(F)c(F)c3)ccc12
14869,CHEMBL197507,NC(=O)c1ccc(-c2nnc(Nc3ccc(S(N)(=O)=O)cc3)c3ccccc23)cc1
14870,CHEMBL197517,CCc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
14871,CHEMBL197525,COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl
14872,CHEMBL197536,O=c1cc(N2CCOCC2)oc2cc(O)ccc12
14873,CHEMBL197538,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1
14874,CHEMBL19754,C[C@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
14875,CHEMBL197545,CCCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
14876,CHEMBL197551,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3Oc3ccccc3S4)cccc12
14877,CHEMBL197568,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1Cc1ccccc1
14878,CHEMBL197581,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1
14879,CHEMBL197585,CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1
14880,CHEMBL197592,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccccc2)cc1
14881,CHEMBL197603,COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
14882,CHEMBL1976040,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
14883,CHEMBL197610,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ncccc4c3cc12
14884,CHEMBL197613,O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1
14885,CHEMBL197635,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(N)=O)sc4ncnc(N)c34)cc2)c1
14886,CHEMBL197640,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1
14887,CHEMBL197652,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccncc4)cnc3O)cc2)CC1
14888,CHEMBL197689,CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
14889,CHEMBL197698,O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1
14890,CHEMBL197713,COc1cc2cc3c(Nc4cc(OC)c(OC)c(OC)c4)c(C#N)cnc3cc2cc1OCCN1CCN(C)CC1
14891,CHEMBL197715,COc1cc2cc3ncc(C#N)c(Nc4cc(OC)c(OC)c(OC)c4)c3cc2cc1OCCN1CCN(C)CC1
14892,CHEMBL197744,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCC(O)CC5)c(OC)cc4cc23)c(Cl)cc1Cl
14893,CHEMBL197753,CCc1nc(-c2ccc(OC)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
14894,CHEMBL197756,CCOc1ccc(Nc2ncnc3c2c(-c2ccccc2)cn3[C@@H]2OC[C@@H](O)[C@H]2O)cc1
14895,CHEMBL197772,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1
14896,CHEMBL197776,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1
14897,CHEMBL1977874,CCn1c(=O)c2cc(C(N)=O)c(N)nc2n(C2CC2)c1=O
14898,CHEMBL197799,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)Cc3ccccc3)c2)c1
14899,CHEMBL197801,O[C@@H]1CO[C@@H](n2cc(-c3ccccc3)c3c(Nc4ccc(F)cc4)ncnc32)[C@@H]1O
14900,CHEMBL197828,CCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1
14901,CHEMBL197847,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)NCC2CCCCC2)cc1
14902,CHEMBL197892,Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1
14903,CHEMBL197909,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
14904,CHEMBL197912,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC3CCCC3)c2)s1
14905,CHEMBL197923,O=C(NCCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1
14906,CHEMBL197930,COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCC(O)CC5)cc4cc23)c(Cl)cc1Cl
14907,CHEMBL1979749,COc1ccc(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1
14908,CHEMBL197983,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N)c2)s1
14909,CHEMBL1979883,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1
14910,CHEMBL1980140,C[C@@H]1[C@H](c2ccc3c(c2)OCO3)O[C@@H](c2ccc3c(c2)OCO3)[C@@H]1C
14911,CHEMBL198022,Cc1n[nH]c2sc(C(N)=O)cc12
14912,CHEMBL1980297,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
14913,CHEMBL198036,Cc1cccc(N(C)C(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
14914,CHEMBL1980391,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2
14915,CHEMBL198084,COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCOCC5)cc4cc23)c(C)cc1Cl
14916,CHEMBL1980995,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
14917,CHEMBL1981047,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
14918,CHEMBL198136,COc1cc(-c2nn(C3CCN(C)CC3)c3ncnc(N)c23)ccc1NC(=O)c1ccc(C(F)(F)F)cc1F
14919,CHEMBL198138,O=c1cc(N2CCOCC2)oc2cc(OCc3ccccc3Cl)ccc12
14920,CHEMBL198143,N#Cc1ccc(Nc2ncnc3c2c(-c2ccc(Cl)cc2)cn3[C@@H]2OC[C@@H](O)[C@H]2O)cc1
14921,CHEMBL198155,COCCc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(C)c2)cc1
14922,CHEMBL1981814,COc1cccc(C2c3cc4c(cc3OC(NCCO)C2C)OCO4)c1OC
14923,CHEMBL1981883,Oc1ccc(Cl)cc1/N=C/c1sc2ccccc2c1Cl
14924,CHEMBL198211,COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCOCC5)cc4cc23)c(Cl)cc1Cl
14925,CHEMBL1982305,Cc1ccc(S(=O)(=O)/N=C2\C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)cc1
14926,CHEMBL198239,COc1cc(-c2nn(C3CCN(C4CCOCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1ccc(C(F)(F)F)cc1F
14927,CHEMBL198244,CC(=O)Nc1cccc(-c2cncc(Nc3cccc(-c4cnco4)c3)n2)c1
14928,CHEMBL1982466,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1
14929,CHEMBL198261,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@@H](COCc2ccc(OC)cc2)CC3)n1
14930,CHEMBL198267,Cc1ccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)cc1
14931,CHEMBL1982681,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@](C)(OC(C)=O)C(=O)C2=CO1
14932,CHEMBL1982880,COc1ccc(OC)c(Nc2ccc3nnc(-c4ccccc4)n3n2)c1
14933,CHEMBL198297,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCCO)sc4ncnc(N)c34)cc2)c1
14934,CHEMBL198323,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCc3ccccc3)c2)c1
14935,CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
14936,CHEMBL198334,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1
14937,CHEMBL198348,CC(=O)Nc1cccc(-c2cncc(Nc3ccc(F)c(Cl)c3)n2)c1
14938,CHEMBL198383,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)C3CCCCC3)c2)s1
14939,CHEMBL198399,Cc1cc(CN2CCN(C)CC2)ccc1NC(=O)c1cc(-c2ccc3c(c2)OCO3)cnc1O
14940,CHEMBL198400,COc1ccc(OCCNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1
14941,CHEMBL198427,COc1ccc(COC[C@H]2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1
14942,CHEMBL198469,CCCCN(CCCC)c1cc(=O)c2ccc3ccccc3c2o1
14943,CHEMBL198470,CC(C)(CO)c1ccc(CNC(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cc1O
14944,CHEMBL198471,O=c1cc(N2CCOCC2)oc2cc(OCc3ccc(-c4ccccc4)cc3)ccc12
14945,CHEMBL198476,O=c1cc(N2CCOCC2)oc2c(/C=C/c3ccccc3)cccc12
14946,CHEMBL198482,O=C1c2ccccc2C(=O)N1CCCOc1ccc2c(=O)cc(N3CCOCC3)oc2c1
14947,CHEMBL198563,O=C(NCc1cccc(C(F)(F)F)c1)c1ccc(Oc2ccccc2)cc1
