,drug,smile
14515,CHEMBL1956070,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1
14516,CHEMBL1956071,CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21
14517,CHEMBL1956072,CCn1c(-c2nonc2N)nc2cncc(-c3ccc(CN)cc3)c21.Cl
14518,CHEMBL1956073,C[C@@H](c1ccccc1)[C@@H](C(=O)Nc1ccc(I)cc1F)N1C(=O)N[C@H](c2ccc(OC[C@H](O)CO)cc2)C1=O
14519,CHEMBL19562,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)c1cccc2ccccc12
14520,CHEMBL195640,COc1ccc(-c2oc3ncnc(N)c3c2-c2cccc(NC(C)=O)c2)cc1
14521,CHEMBL195641,N#CNc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc4[nH]cnc4c3)n2)cc1NC#N
14522,CHEMBL195648,NC(=O)c1ccc2[nH]c(-c3ccc4oc5ccccc5c4c3)nc2c1
14523,CHEMBL1956561,c1cn2c(-c3cn[nH]c3)cnc(Nc3ccc(N4CCOCC4)cc3)c2n1
14524,CHEMBL1956562,CN(c1ccc(N2CCOCC2)cc1)c1ncc(-c2cn[nH]c2)n2ccnc12
14525,CHEMBL1956563,c1cn2c(-c3c[nH]nn3)cnc(Nc3ccc(N4CCOCC4)cc3)c2n1
14526,CHEMBL1956564,NC(=O)c1ccc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)cc1
14527,CHEMBL1956565,NS(=O)(=O)c1ccc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)cc1
14528,CHEMBL1956566,NC(=O)c1ccc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)cc1F
14529,CHEMBL1956567,O=c1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)cc[nH]1
14530,CHEMBL1956568,CCOc1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)ccn1
14531,CHEMBL1956569,CN(C)c1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)ccn1
14532,CHEMBL1956570,NC(=O)c1ccc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)s1
14533,CHEMBL1956571,NC(=O)c1cnc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)s1
14534,CHEMBL1956572,NC(=O)c1ncc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)s1
14535,CHEMBL1956573,NC(=O)c1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)cs1
14536,CHEMBL1956574,O=C1NCc2cc(-c3cnc(Nc4ccc(N5CCOCC5)cc4)c4nccn34)ccc21
14537,CHEMBL1956575,c1cn2c(-c3ccc4[nH]ccc4c3)cnc(Nc3ccc(N4CCOCC4)cc3)c2n1
14538,CHEMBL1956634,Cn1c(=O)[nH]c2ncc(-c3ccccc3)cc21
14539,CHEMBL1956642,Cn1c(=O)[nH]c2ncc(-c3cccc(C(N)=O)c3)cc21
14540,CHEMBL1956668,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)NCCCc4ccccc4)c3)cc21
14541,CHEMBL1956669,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)NCCCc4ccc(F)cc4)c3)cc21
14542,CHEMBL1956676,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)NCCCc4ccc(C(F)(F)F)cc4)c3)cc21
14543,CHEMBL1956682,O=C1NCc2cc(-c3cnc(Nc4ccc(N5CCOCC5)cc4)c4ncnn34)ccc21
14544,CHEMBL1956683,CN1CCN(c2ccc(Nc3ncc(-c4cc[nH]c(=O)c4)n4ncnc34)cc2)CC1
14545,CHEMBL1956684,NC(=O)c1coc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)c1
14546,CHEMBL1956685,NC(=O)c1cc(-c2cnc(Nc3ccc(N4CCOCC4)cc3)c3nccn23)co1
14547,CHEMBL1956686,CN1CCN(c2ccc(Nc3ncc(-c4cc[nH]c(=O)c4)n4ccnc34)cc2)CC1
14548,CHEMBL1956687,c1nc2c(Nc3ccc(N4CCOCC4)cc3)ncc(-c3cn[nH]c3)n2n1
14549,CHEMBL195678,CCN(CC)C(=O)c1cccc(Oc2ccc(-c3nc4cc(C(N)=O)ccc4[nH]3)cc2)c1
14550,CHEMBL195683,CC(C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2=O)cc1
14551,CHEMBL1956879,Cn1cc(/C=C2/C(=O)NC(=O)N(CCc3ccccc3)C2=O)c2ccccc21
14552,CHEMBL1956880,Cc1cccc(-c2nc(Nc3ccc(C(=O)O)cc3)c3ccccc3n2)c1
14553,CHEMBL1956881,CCn1cc(/C=C2/Oc3c(ccc(O)c3CN3CCOCC3)C2=O)c2ccccc21
14554,CHEMBL1956882,O=C1c2ccccc2C(=O)N1CCc1nc2c3c(-c4ccco4)c(-c4ccco4)oc3ncn2n1
14555,CHEMBL1956885,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3)[nH]c2n1
14556,CHEMBL1956886,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)c(Cl)c3)[nH]c2n1
14557,CHEMBL1956887,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(-c4ccccc4)cc3)[nH]c2n1
14558,CHEMBL1956888,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3)c2n1
14559,CHEMBL1956889,Cc1ccccc1Cn1ccc2c(Nc3cccc(Br)c3)nc(N)nc21
14560,CHEMBL1956890,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3Cl)c2n1
14561,CHEMBL1956891,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc(Cl)cc3)c2n1
14562,CHEMBL1956892,COc1ccc(OC)c(Cn2ccc3c(Nc4cccc(Br)c4)nc(N)nc32)c1
14563,CHEMBL1956893,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc(Cl)cc3Cl)c2n1
14564,CHEMBL1956894,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc(Cl)c(Cl)c3)c2n1
14565,CHEMBL1956895,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3cccc4ccccc34)c2n1
14566,CHEMBL1956896,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc4ccccc4c3)c2n1
14567,CHEMBL1956897,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccc(-c4ccccc4)cc3)c2n1
14568,CHEMBL1956898,COc1cc(Cn2ccc3c(Nc4cccc(Br)c4)nc(N)nc32)cc(OC)c1OC
14569,CHEMBL195700,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)c(F)cc3F)c2c1C(C)C
14570,CHEMBL1957085,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1
14571,CHEMBL195717,CN(c1cccc(Cl)c1)c1ncc(C(F)(F)F)c(Nc2ccc3[nH]cnc3c2)n1
14572,CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2
14573,CHEMBL195727,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1
14574,CHEMBL195744,COC(=O)c1ccc(Nc2[nH]cnc3ncnc2-3)cc1
14575,CHEMBL1957497,CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1
14576,CHEMBL1957498,CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cccc5[nH]ncc45)cn3c2Br)CC1
14577,CHEMBL1957499,CS(=O)(=O)N1CCN(Cc2cn3c(C#N)c(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1
14578,CHEMBL1957500,CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1
14579,CHEMBL1957502,CNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
14580,CHEMBL1957504,O=C(NCCN1CCOCC1)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
14581,CHEMBL1957505,CN(C)CCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
14582,CHEMBL1957508,COCCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1
14583,CHEMBL1957623,NC(=O)c1ccc(-c2nc(-c3nc(Br)cs3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
14584,CHEMBL1957648,NC(=O)c1ccc(-c2nc(-c3nccs3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
14585,CHEMBL1957649,Cc1csc(-c2nc(-c3ccc(C(N)=O)cc3)[nH]c2-c2ccc3c(c2)OCO3)n1
14586,CHEMBL1957650,CCc1csc(-c2nc(-c3ccc(C(N)=O)cc3)[nH]c2-c2ccc3c(c2)OCO3)n1
14587,CHEMBL1957651,Cc1nc(-c2nc(-c3ccc(C(N)=O)cc3)[nH]c2-c2ccc3c(c2)OCO3)cs1
14588,CHEMBL1957652,Cc1csc(-c2nc(CN)[nH]c2-c2ccc3c(c2)OCO3)n1
14589,CHEMBL1957653,Cc1csc(-c2nc(CCN)[nH]c2-c2ccc3c(c2)OCO3)n1
14590,CHEMBL1957654,Cc1csc(-c2nc(CCCN)[nH]c2-c2ccc3c(c2)OCO3)n1
14591,CHEMBL1957655,Cc1csc(-c2nc(CNC(=O)c3ccccc3)[nH]c2-c2ccc3c(c2)OCO3)n1
14592,CHEMBL1957656,CCCC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14593,CHEMBL1957657,CCCC(=O)NCCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14594,CHEMBL1957658,CCCC(=O)NCCCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14595,CHEMBL1957659,Cc1csc(-c2nc(C(=O)O)[nH]c2-c2ccc3c(c2)OCO3)n1
14596,CHEMBL1957660,Cc1csc(-c2nc(CCC(=O)O)[nH]c2-c2ccc3c(c2)OCO3)n1
14597,CHEMBL1957661,Cc1csc(-c2nc(CCCC(=O)O)[nH]c2-c2ccc3c(c2)OCO3)n1
14598,CHEMBL1957662,Cc1csc(-c2nc(CCCCC(=O)O)[nH]c2-c2ccc3c(c2)OCO3)n1
14599,CHEMBL1957663,Cc1csc(-c2nc(C(=O)Nc3ccccc3)[nH]c2-c2ccc3c(c2)OCO3)n1
14600,CHEMBL1957664,CCCNC(=O)c1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14601,CHEMBL1957665,CCCNC(=O)CCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14602,CHEMBL1957666,CCCNC(=O)CCCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14603,CHEMBL1957667,CCCNC(=O)CCCCc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14604,CHEMBL1957668,Cc1csc(-c2nc(CCCCC(N)=O)[nH]c2-c2ccc3c(c2)OCO3)n1
14605,CHEMBL1957669,CC(=O)Nc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14606,CHEMBL1957670,Cc1csc(-c2nc(N)[nH]c2-c2ccc3c(c2)OCO3)n1
14607,CHEMBL1957671,Cc1csc(-c2nc(NC(=O)c3ccccc3)[nH]c2-c2ccc3c(c2)OCO3)n1
14608,CHEMBL1957672,CCCC(=O)Nc1nc(-c2nc(C)cs2)c(-c2ccc3c(c2)OCO3)[nH]1
14609,CHEMBL1957673,CCCC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc(O)cc2)[nH]1
14610,CHEMBL1957674,CCCC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc(F)cc2)[nH]1
14611,CHEMBL1957675,CCCC(=O)NCc1nc(-c2nc(C)cs2)c(-c2ccc3ncsc3c2)[nH]1
14612,CHEMBL195771,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnco4)c(C(C)C)c23)c(F)cc1F
14613,CHEMBL195780,CCC(O)c1cc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)cs1
14614,CHEMBL1957840,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
14615,CHEMBL1957841,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12
14616,CHEMBL1957844,O=c1cc(N2CCOCC2)nc2n(Cc3ccccc3F)ccn12
14617,CHEMBL1957845,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(F)c3)ccn12
14618,CHEMBL1957846,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(F)cc3)ccn12
14619,CHEMBL1957847,O=c1cc(N2CCOCC2)nc2n(Cc3ccccc3Cl)ccn12
14620,CHEMBL1957848,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12
14621,CHEMBL1957849,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(Cl)cc3)ccn12
14622,CHEMBL1957850,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12
14623,CHEMBL1957851,Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1
14624,CHEMBL1957852,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(C(F)(F)F)c3)ccn12
14625,CHEMBL1957853,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(Cl)c(Cl)c3)ccn12
14626,CHEMBL1957854,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(F)c(Cl)c3)ccn12
14627,CHEMBL1957855,Cc1c(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
14628,CHEMBL1957856,Cc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl
14629,CHEMBL1957857,Cc1c(Cn2c(C)cn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
14630,CHEMBL1957858,CCc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C
14631,CHEMBL1957859,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c3ccccc3n12
14632,CHEMBL1957860,Cc1c(C)n2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl
14633,CHEMBL1957861,Cc1c(Cn2c(C)c(C)n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
14634,CHEMBL1957862,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)c3ccccc3n12
14635,CHEMBL1957863,Cc1c(Cn2c3ccccc3n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F
14636,CHEMBL1957864,O=c1c(F)c(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
14637,CHEMBL1957865,Cc1c(Cn2ccn3c(=O)nc(N4CCOCC4)cc23)cccc1C(F)(F)F
14638,CHEMBL1957866,CC1CN(c2cc(=O)n3ccn(Cc4cccc(Cl)c4Cl)c3n2)CCO1
14639,CHEMBL1957867,CC1(C)CN(c2cc(=O)n3ccn(Cc4cccc(Cl)c4Cl)c3n2)CCO1
14640,CHEMBL1957868,Cc1c(Cn2ccn3c(=O)cc(N4CCOC(C)C4)nc23)cccc1C(F)(F)F
14641,CHEMBL1957869,Cc1c(Cn2ccn3c(=O)cc(N4CCO[C@@H](C)C4)nc23)cccc1C(F)(F)F
14642,CHEMBL1957870,Cc1c(Cn2ccn3c(=O)cc(N4CCO[C@H](C)C4)nc23)cccc1C(F)(F)F
14643,CHEMBL1957871,O=c1cc(N2CCOC(CO)C2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
14644,CHEMBL1957872,Cc1c(Cn2ccn3c(=O)cc(C4=CCOCC4)nc23)cccc1C(F)(F)F
14645,CHEMBL1957873,Cc1c(Cn2ccn3c(=O)cc(C4CCOCC4)nc23)cccc1C(F)(F)F
14646,CHEMBL1957874,O=c1cc(N2CCSCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
14647,CHEMBL1957875,Cc1cc([C@@H](C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1
14648,CHEMBL1957876,Cc1cc([C@H](C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1
14649,CHEMBL1957941,O=C(NCCc1ccc([N+](=O)[O-])cc1)c1ccc(O)c2[nH]c(Cc3ccccc3)nc12
14650,CHEMBL1957942,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(Cc5ccccc5)nc34)cc2)cc1
14651,CHEMBL1957943,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(Cc4ccccc4)nc23)cc1
14652,CHEMBL1957945,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(C4CC4)nc23)cc1
14653,CHEMBL1957946,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(C4CCCC4)nc23)cc1
14654,CHEMBL1957947,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)cc1
14655,CHEMBL1957949,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4)nc23)cc1
14656,CHEMBL1957950,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4Cl)nc23)cc1
14657,CHEMBL1957951,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccncc4)nc23)cc1
14658,CHEMBL1957952,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5ccc(F)cc5)nc34)cc2)cc1
14659,CHEMBL1957953,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1
14660,CHEMBL1957954,O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12
14661,CHEMBL1957955,O=C(NCCCn1cnc(Cl)c1Cl)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12
14662,CHEMBL1957956,O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(F)c(Cl)c3)nc12
14663,CHEMBL1957957,Cc1cn(CCCNC(=O)c2ccc(O)c3[nH]c(-c4cccs4)nc23)cn1
14664,CHEMBL1957958,CCN1CCN(C(=O)c2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5cccs5)nc34)cc2)CC1
14665,CHEMBL1957959,O=C(NCCCn1cnc(Cl)c1Cl)c1ccc(O)c2[nH]c(-c3cccs3)nc12
14666,CHEMBL1957960,O=C(NCCCn1cnc(Cl)c1Cl)c1ccc(O)c2[nH]c(-c3ccco3)nc12
14667,CHEMBL1958019,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccccc2)=N1
14668,CHEMBL1958020,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1
14669,CHEMBL1958021,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1
14670,CHEMBL1958022,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1
14671,CHEMBL1958023,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1
14672,CHEMBL1958024,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1
14673,CHEMBL1958025,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1
14674,CHEMBL1958026,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1
14675,CHEMBL1958027,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Cl)cc2)=N1
14676,CHEMBL1958028,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1
14677,CHEMBL1958029,Cc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1
14678,CHEMBL1958030,COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1
14679,CHEMBL1958031,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1
14680,CHEMBL1958032,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1
14681,CHEMBL1958033,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1
14682,CHEMBL1958034,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1
14683,CHEMBL1958035,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1
14684,CHEMBL1958036,COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1
14685,CHEMBL1958037,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1
14686,CHEMBL1958038,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1
14687,CHEMBL1958039,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1
14688,CHEMBL1958209,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1
14689,CHEMBL1958210,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1
14690,CHEMBL1958211,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1
14691,CHEMBL1958212,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1
14692,CHEMBL1958213,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1
14693,CHEMBL1958214,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1
14694,CHEMBL1958215,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1
14695,CHEMBL1958216,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1
14696,CHEMBL1958217,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1
14697,CHEMBL1958218,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1
14698,CHEMBL1958219,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1
14699,CHEMBL1958220,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1
14700,CHEMBL1958221,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1
14701,CHEMBL1958222,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1
14702,CHEMBL1958223,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(OC)cc3)C2)cc1
14703,CHEMBL195828,CCOC(=O)c1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
14704,CHEMBL195829,COc1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1
14705,CHEMBL195831,Brc1cnc(Nc2ccc(Oc3cccnc3)cc2)nc1Nc1ccc2[nH]cnc2c1
14706,CHEMBL1958314,CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]3(CC=C(C)C)C4=O)C2=O
14707,CHEMBL1958315,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@@H]3C[C@H]4C(C)(C)O[C@@](CC=C(C)C)(C3=O)[C@@]14O2
14708,CHEMBL1958316,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)C=C(c5ccccc5)O[C@]431)C2=O
14709,CHEMBL1958317,CC(C)=CCc1cc(C2=CC(=O)C3=C[C@@H]4C[C@H]5C(C)(C)O[C@@](CC=C(C)C)(C4=O)[C@@]35O2)ccc1O
14710,CHEMBL1958318,CC(C)=CCc1c(O)cc(O)c2c(=O)c3ccccc3oc12
14711,CHEMBL1958319,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5ccccc5O[C@]431)C2=O
14712,CHEMBL1958320,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O
14713,CHEMBL1958321,CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)CC(C)O[C@]431)C2=O
14714,CHEMBL195845,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC(C)C)c(F)cc3F)c2c1C(C)C
14715,CHEMBL195846,NC(=O)c1ccc2[nH]c(-c3ccc(S(=O)(=O)Nc4ccc(Cl)cc4)cc3)nc2c1
14716,CHEMBL195847,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(N(C)C)o4)c(C(C)C)c23)c(F)cc1F
14717,CHEMBL195853,CCONC(=O)c1cc(Nc2ncnn3cc(C(=O)OCC)c(C(C)C)c23)c(F)cc1F
14718,CHEMBL195903,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)(F)S(C)(=O)=O)o4)c(C(C)C)c23)c(F)cc1F
14719,CHEMBL195917,COc1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1
14720,CHEMBL195942,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccncc2)c1
14721,CHEMBL195955,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Br)c2)cc1
14722,CHEMBL195964,Cc1sc2ncnc(N)c2c1-c1ccc(Nc2nc3ccccc3o2)cc1
14723,CHEMBL19598,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)c1ccccc1
14724,CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
14725,CHEMBL196018,CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC
14726,CHEMBL196020,Cc1cccc(NC(=O)N(C)c2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
14727,CHEMBL196021,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(OC)cc2)cc1
14728,CHEMBL196022,COc1ccc(-c2coc3ncnc(N)c23)cc1
14729,CHEMBL196025,Cc1cccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)c1
14730,CHEMBL196044,Cc1sc2ncnc(N)c2c1-c1ccc(NS(=O)(=O)c2ccccc2)cc1
14731,CHEMBL196210,CC(C)n1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cc21
14732,CHEMBL196247,CCc1nc(-c2ccc(C)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
14733,CHEMBL1962712,N=C(N)NC(=O)c1nc(Cl)c(NCC(=O)O)nc1N
14734,CHEMBL196363,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1
